"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8194345","倫理學","本課程是倫理學的入門課程。倫理學的核心關懷在於「什麼樣的人生值得活,又該如何活、如何行動?」具體來說,它關心的問題包括:「人」應該是什麼?「我」應該是什麼?道德的根源與本質是什麼?什麼決定了一個行動是道德上對或錯的,是行動的動機還是結果?什麼是值得追求的價值、應該活出的美德?事實、價值、和道德上的對錯、好壞有什麼關係?道德與價值是相對於個人、文化、還是普遍適用於所有人?    本課程透過各種活動帶領同學思考這些問題,初步學習各種重要道德理論與立場&mdash;&mdash;包括演化倫理學,走美德論進路的亞里斯多德倫理學、與儒家倫理學,走結果論進路的效益主義,走義務論進路的康德倫理學、契約主義、牟宗三道德感論,以及走特殊主義和反理論進路的道家倫理學、存在主義倫理學、與關懷倫理學等。課程最後將以將以動物權問題與AI應用的倫理議題這兩個這個具體的生活實踐角度,進一步深化倫理學理的探究。    本課程另一個目標,在於培養同學閱讀與理解哲學文本、提問、聆聽與討論、提出自身看法等理解、批判、與溝通能力。本課程將透過一系列課堂、討論課活動與課前/中/後作業設計,協助同學培養閱讀與理解哲學文本、提問、聆聽與討論、提出自身看法等理解、批判、與溝通等等這些能力。本門課在作業中也會納入ChatGPT操作學習與運用,讓AI成為我們的學習好幫手。    本課程有申請搭配TA討論課,修課同學也須參與討論課。    請同學在選課時將此列入考量。","3","課程明確說明作業納入ChatGPT操作學習與運用，並將AI作為學習好幫手，符合實際運用AI協助學習；但未明確說明提示策略、資訊整理、學習規劃、成果驗證或學習歷程調整。","2","課程最後探討AI應用的倫理議題，且以倫理學理論進行價值思考，具備AI倫理討論證據；但大綱未具體列出AI法規、個資、著作權、偏誤、資安、查證、治理或責任歸屬的教學要求。","2","作業納入ChatGPT操作與運用，學生可能以AI協助課程作業，具備初步AI應用任務；但大綱未明確要求使用AI分析或解決具體問題，也未提及輸出驗證、修正、品質控制或人機流程設計。","3","課程要求學生提出自身看法，培養理解、批判與溝通能力，並在ChatGPT操作與AI學習情境中進行倫理探究，具備人類價值判斷與主體性的明確脈絡；但未明確要求批判AI輸出、說明決策理由或進行人機分工。","A=3;B=2;C=2;D=3","主要符合A與D，因課程明確納入ChatGPT操作學習與運用，並以AI應用倫理、批判思考及提出自身看法作為學習內容。","B未明確涵蓋AI法規、個資、著作權、偏誤、資安與責任；C缺乏以AI完成具體問題解決任務及結果驗證；A與D也未明確說明提示、查證及人機協作評量。"
"8194352","批判理論與數位時代","資本主義與當代人類的命運息息相關。但資本主義是如何透過貨幣交換與商品生產而產生的?當它的運作方式主宰了人類的生活,那麼人類的存在意義、思想形態、美學感受與政治正當性將受到何種衝擊?這些問題,是我們到目前為止都不能不面對的。本課程將透過現代資本主義社會從自由資本主義、發達資本主義到數位時代之監控資本主義的發展,來說明在德國法蘭克福學派的批判理論發展中,批判理論如何對自由資本主義所造成的勞動異化、商品拜物教、物化、階級意識形態提出批判;並進而就發達資本主義之文化工業的大眾欺騙,以及科技之意識形態,提出社會病理學診斷與民主理論的解決;最後將就批判理論的最新發展,說明在數位時代中,我們應如何面對加速化與獨異性等新的異化現象,以及未來在AI大量取代人力後,工作勞動是否仍有意義等問題。","0","大綱提及AI大量取代人力及數位時代議題，但未要求學生運用AI作為學習工具，因此不能推定具備運用AI學習能力。","1","課程討論科技意識形態、數位時代的異化，以及AI大量取代人力後的勞動意義，涉及AI科技衝擊與社會影響；但大綱未明確探討AI倫理、法規、資安、偏誤、治理或責任。","0","大綱未要求學生運用AI分析、生成或解決問題，也未安排AI工具實作、驗證或人機流程設計。","2","課程明確提出AI大量取代人力後工作勞動是否仍有意義，涉及人類存在、勞動價值與AI影響下的人類主體性問題；但未明確要求學生在AI協作中進行判斷、創意、同理或真實場域實作。","A=0;B=1;C=0;D=2","主要依據為大綱明確討論AI大量取代人力、科技意識形態及其對人類勞動與存在意義的衝擊。","A與C沒有AI工具使用或問題解決實作；B缺乏具體倫理、法律、風險與治理內容；D雖有AI與人類勞動意義的討論，但缺乏人機協作活動與可評量成果。"
"8194966","資料科學核心技術專題","課程旨在讓學生了解資料科學核心技術如何在當今的商業環境中發揮作用,包含數據策略與數據治理、統計與機器學習、商業分析與資料視覺化分析、AI智能時代的科技應用、機器人流程自動化應用、金融業數據應用趨勢與風險管理,強調資料科學在風險諮詢及會計工作中經常需要處理的現狀及案例,以提供準確可靠的管理決策。","1","大綱提及「AI智能時代的科技應用」及機器學習等內容，但未明確要求學生使用AI協助學習、整理資訊、獲取回饋或規劃自主學習。","1","大綱提及數據治理與金融業風險管理，但未明確將其連結至AI倫理、個資、偏誤、資安、法規、查證或責任歸屬。","2","大綱涵蓋統計與機器學習、商業分析、機器人流程自動化及資料科學案例，並提及支援管理決策，具備AI與資料技術應用於問題分析的初步證據；但未明確要求學生實作、驗證、修正或進行人機分工。","0","雖提及AI科技應用與管理決策，但未明確置於AI協作情境，也未呈現人類主體性、同理心、創意判斷或最終責任。","A=1;B=1;C=2;D=0","主要依據為大綱提及AI科技應用、機器學習、資料分析及風險管理，但多屬課程主題與案例介紹。","A缺乏AI輔助學習活動；B未明確說明AI倫理、法律、資安與責任；C缺乏學生實作及驗證流程；D未提及AI情境下的人類不可取代能力。"
"8195495","AI視角下的俄語導覽台灣:國情、飲食、觀光、交通","本課程旨在結合俄語學習與台灣在地文化認識,透過AI技術與多媒體數位工具的輔助,培養學生以俄語介紹台灣的能力。課程內容涵蓋地理環境、自然資源、政治與社會概況、飲食文化、知名觀光景點及交通運輸系統等主題,學生將學習如何以俄語完整且具吸引力地呈現台灣的國情文化,並應用於導遊解說與翻譯實務中。    課程特色包括:       系統訓練學生以俄語表述台灣多元面貌,強化語言運用與文化詮釋能力。   鼓勵學生以AI與數位工具(如語音生成、影像編輯、虛擬導覽等)創作導覽內容,提升跨域實作能力。   培育具備俄語導覽與口筆譯潛力的專業人才,拓展國際交流與職涯發展可能性。      無論您有志於語言學習、旅遊導覽、跨文化交流或AI應用,本課程都將提供豐富且實用的學習體驗。","3","大綱明確要求透過AI技術與多媒體數位工具輔助俄語學習，並使用語音生成、影像編輯及虛擬導覽等工具創作導覽內容，具備以AI支援學習與專業成長的實作證據。","1","課程明確使用AI工具，但未提及AI倫理、著作權、個資、偏誤、查證、風險管理、使用揭露或責任規範。","3","學生需應用語音生成、影像編輯及虛擬導覽等AI與數位工具創作俄語導覽內容，並應用於導遊解說與翻譯實務，具明確任務與專業應用；但未明確要求驗證內容正確性、修正AI錯誤或規劃人機分工。","2","課程結合台灣在地文化、俄語表述與文化詮釋，並在AI創作導覽內容的情境中培養跨文化呈現能力；但未明確要求批判AI結果、提出人類判斷理由或處理同理心與人際協作。","A=3;B=1;C=3;D=2","主要符合A與C，因課程明確要求學生運用AI及數位工具創作俄語導覽內容，並應用於導覽與翻譯實務。","B缺乏負責任使用AI的規範；C缺乏查證、修正與品質評估；D雖有文化詮釋與跨文化內容，但未明確呈現AI協作下的人類主體性與責任。"
"8400475","知識論","本課程為哲學系大二必修課,在有限的時間內,選擇性介紹當代知識論常見的基本議題,例如知識分析、葛梯爾問題、證成、機運、德行知識論、內在論與外在論、懷疑論等。此外,也討論幾個有趣的延伸議題或前瞻性問題,例如科學知識、知道如何、知識與科技/AI等。希望提供入門知識與概念工具,並透過閱讀文獻、討論的過程來練習哲學分析與論證,作為未來修習進階課程或研究的基礎。","0","大綱僅將「知識與科技/AI」列為延伸議題，未明確要求學生運用AI進行學習、資訊整理、練習、回饋或自主學習。","0","大綱未明確討論AI倫理、法律、隱私、資安、偏誤、查證、治理或責任，僅提及知識與科技/AI的延伸議題。","0","大綱未要求學生運用AI分析、生成、建模或完成問題解決任務；「知識與科技/AI」僅屬討論議題，不能推定具有AI解題實作。","0","大綱未呈現AI協作下的人類主體性、同理心、真實場域洞察或創意整合，哲學分析與論證並未明確置於人機協作情境。","A=0;B=0;C=0;D=0","唯一AI相關文字為將「知識與科技/AI」列為延伸議題，課程核心仍為一般知識論概念、文獻閱讀、討論與哲學論證。","大綱未提供AI工具使用、AI責任、AI解題或人機協作的明確教學活動與評量要求，因此不能推定具備四項能力。"
"8400492","教學媒體與運用","The ability to design and implement AI and technology-infused instruction has been recognized as an important prerequisite for teachers nowadays. Furthermore, content and language integrated learning (CLIL) has become an international trend and a national policy in Taiwan. Accordingly, this course introduces emerging AI and media technologies, the essence of bilingual education, and their tacit applications in situ. Homemade, AI generated, and collected free materials will be organized to enrich the content of a specific subject area, and the ASSURE instructional design model will be utilized as a roadmap to plan and carry out trial teaching in bilingual formats. Students are expected to gain knowledge and skills of developing bilingual teaching materials with AI and media technologies; also they will develop a pragmatic, realistic, and innovative mindset of technology integration in various educational settings.","2","大綱明確介紹AI與媒體科技，並要求學生發展運用AI與媒體科技製作雙語教材的知識與技能；但未明確說明AI如何直接支援學生自身的理解、學習規劃或學習反思。","1","大綱提及自製、AI生成及免費素材的整理與教學應用，但未明確涵蓋AI倫理、著作權、個資、偏誤、資安、查證、揭露或責任。","4","課程要求設計並實施AI融入教學，整理AI生成教材，並運用ASSURE教學設計模式規劃及執行雙語試教，具有明確的教材開發、教學設計與實作任務；但未明確要求驗證AI產出、風險評估或持續監控AI表現。","2","課程要求規劃並實施雙語試教，且強調務實、現實與創新的科技整合思維，顯示教師在AI融入教學中仍需進行設計與實施判斷；但未明確要求批判AI結果、同理學習者或說明人類不可取代的能力。","A=2;B=1;C=4;D=2","主要符合C，因課程有AI融入教學設計、AI生成教材整理、ASSURE規劃與試教等完整實作流程。","A未明確聚焦AI作為學習工具；B缺乏AI責任與風險規範；C缺乏AI產出查證與品質控制；D缺乏人類主體性、同理心及最終決策責任的明確要求。"
"8401112","機器學習與財務計量","This course introduces machine learning techniques and their application in asset allocation. A strong background in calculus andlinear algebra is required to comprehend the underlying properties of each method.","0","課程大綱僅介紹機器學習技術及其在資產配置的應用，未明確要求學生運用AI作為學習、理解或自主成長工具。","0","大綱未提及AI倫理、法規、個資、資安、偏誤、風險治理、查證或責任；資產配置應用不等同於負責任AI內容。","2","大綱明確指出機器學習技術應用於資產配置，具備將AI方法用於財務問題的應用方向；但僅寫明介紹技術與應用，未明確呈現學生實作、模型驗證、結果修正或品質評估。","0","大綱未提及AI協作下的人類判斷、主體性、同理心、真實世界洞察或創意整合。","A=0;B=0;C=2;D=0","主要依據為課程明確涉及機器學習及其資產配置應用，因此具備有限的AI問題應用證據。","A、B、D均缺乏直接教學證據；C僅有技術介紹與應用描述，未說明學生任務、驗證、修正、風險評估或人機分工。"
"8401128","使用Python於機器學習、深度學習與大型語言模型之會計應用","0","0","課程名稱涉及機器學習、深度學習與大型語言模型，但課程大綱內容僅為「0」，資料錯誤且未提供AI輔助學習或自主學習的明確證據。","0","課程名稱涉及AI相關技術，但課程大綱僅為「0」，未提供AI倫理、法規、資安、偏誤、查證、風險或責任內容。","0","課程名稱提及機器學習、深度學習、大型語言模型及會計應用，但課程大綱僅為「0」，資料錯誤，未提供任何實作任務、問題解決流程或驗證要求。","0","雖課程名稱含有AI相關技術，但課程大綱僅為「0」，未提供AI協作、人類主體性、判斷、同理心或創意整合的證據。","A=0;B=0;C=0;D=0","課程名稱含AI相關元素，但課程大綱僅為「0」，屬資料錯誤，無法依文字證據評估四項能力。","課程大綱為「0」，未提供可供判定的教學目標、活動、實作、評量或責任要求；依資料錯誤原則四項能力均為0分。"
"8401976","AI與治理","Recent advances in computing may place us at the threshold of a unique turning point in human history. Soon we are likely to entrust management of our environment, economy, security, infrastructure, food production, healthcare, and to a large degree even our personal activities, to artificially intelligent computer systems.        The prospect of &quot;turning over the keys&quot; to increasingly autonomous systems raises many complex and troubling questions. How will society respond as versatile robots and machine-learning systems displace an ever-expanding spectrum of blue- and white-collar workers? Will the benefits of this technological revolution be broadly distributed or accrue to a lucky few? How can we ensure that these systems respect our ethical principles when they make decisions at speeds and for rationales that exceed our ability to comprehend? What, if any, legal rights and responsibilities should we grant them? And should we regard them merely as sophisticated tools or as a newly emerging form of life?    隨著近期AI與自動化設備之技術發展,已達到人類歷史發展之轉折點,人類非常可能大規模地將環境、經濟發展、安全、基礎設備、食物生產與分配、健康照護與保險交由AI與自動化設備安排與執行。    本課程目標在介紹AI技術對公、私部門治理、法律制度、社會網絡及政治生態的衝擊。此次邀請美國華盛頓大學傳播暨資訊學院助理教授蕭遠,    一同參與線上課程,營造國際化學習環境,豐富學生學習資源,增進臺灣與各國學生對於AI技術將造成的社會、政治、經濟、社會與文化衝擊等議題,例如:AI與自動化設備取代白領與藍領勞工的工作機會的社會衝擊評估與對應?AI與自動化設備之技術革命帶來之整體利益,是否能公平分配?如何在AI與自動化設備進行自動決策時,確保道德原則?以及社群媒體的自動化決策,對於社會網絡及文化傳播及政治生態的衝擊,進行廣泛而深入的學術與文化交流,藉此使學生能瞭解AI所帶來的衝擊,增進學生到外國進修或就業的動力,同時也能開展國際學術互動與合作的契機。","1","課程以介紹AI技術對治理、法律、社會與政治的衝擊為主，未明確要求學生使用AI進行資訊整理、學習、提問或自主學習，因此僅具有限的AI學習相關性。","4","課程明確探討AI自動決策的道德原則、法律權利與責任、利益公平分配、勞動衝擊及治理問題，具備倫理、法規、風險、責任與社會影響等重要內容；但未明確說明學生實作、評量或提出具體治理方案。","1","課程討論AI與自動化設備在環境、經濟、安全、醫療及社會治理中的應用與衝擊，但未要求學生運用AI分析資料、建立模型或完成具體問題解決任務。","3","課程明確涉及人類如何確保AI遵守道德原則、如何分配責任，以及AI自動決策對社會公平與文化政治生態的影響，具有人類價值判斷與責任意識；但未明確置於人機協作實作或學生決策活動中。","A=1;B=4;C=1;D=3","主要符合B，並部分涉及D；課程核心是AI對治理、法律、倫理、公平與社會的衝擊。","A未提及使用AI促進學習；C未提及以AI完成問題解決、驗證或流程優化；D未明確要求學生進行人機協作、提出判斷依據或承擔決策責任。"
"8194074","生命價值與哲學思惟","探究哲學問題就像是走在一座令人迷惘、困惑不已的思想迷宮裡一樣。這個思想迷宮並不在雲端裡,而是在我們的日常生活中。我究竟是否存在?周遭一切會不會如夢如幻、只不過是惡魔的玩笑?什麼都可以懷疑嗎?還是有什麼是確定不可以懷疑的?人和機器有什麼不同?我的命運是否早已決定?還是有選擇的自由?而自由的界限又在哪?科學就是真理嗎?如果不是,那麼什麼才是真理?    即使是科學也沒有辦法幫助我們走出哲學的思想迷宮。要走出這個思想迷宮,我們不能粗率、武斷地為之,而是必須先探討其令人感到困惑的原因所在,並進一步指出我們日常觀念中的種種模糊與混亂,然後才批判地做出解答。為此,本課程將對一些主要的哲學概念予以分析,並盡量避免艱深術語,引導同學進行討論。哲學思考的一個重要特色就是沒有「標準答案」,我們將運用活潑的想像力、敏銳的觀察力、以及嚴謹的思辨與推論,來發掘、並支持我們心中最好的答案。身為人特別而又可貴的地方之一,就在於能夠對自己不了解的事物提出問題,並勉力去追求不見得能夠得到的答案。這份追求本身就是成長,也是價值所在。    本課程配合校訂課程內容,從探索哲學基本議題為開端,採取西方、東方哲學互相對話、互相參照、呈現差異的方式來引領同學進入對於核心哲學議題的多面向的探討。在核心哲學基本議題方面,將以柏拉圖、笛卡兒、彌爾、康德等著名哲學家的作品為主軸,搭配印度佛教哲學、中國佛教哲學中的經典,所探討的面向涉及形上學、知識論、邏輯與倫理學等等,也嘗試引發一些當代的、切身的議題省思。    各週主題例如「什麼是最終的真實?」、「外在世界是否只是夢境?」、「什麼是合乎道德的行為?」、「社會正義的理想形式為何?」、「人生無常,及時行樂或慈悲為懷?」「如何面對疾病?」、「在當代社會中如何看待科學?」、「人、AI是否有自由意志?」等等論題。課程特色主要在於選讀東西方哲學或宗教之經典,並藉由課前預習與分組討論、課中對話式教學與討論,培養同學自主學習、獨立思考批判的精神與能力。","0","課程僅在哲學論題中提及「人、AI是否有自由意志」，未明確要求使用AI作為學習、理解或自主學習工具，因此不能推定具備A能力。","1","課程提及人與機器的差異及「人、AI是否有自由意志」等哲學議題，具有極有限的AI相關價值思辨；但未明確探討AI倫理、法規、資安、偏誤、治理或責任。","0","課程未要求學生運用AI分析、生成、建模或解決專業問題；僅以AI自由意志作為哲學討論題目。","1","課程以「人、AI是否有自由意志」及人之特殊價值進行哲學思考，與人類主體性有有限關聯；但未明確置於AI協作、AI結果判斷或真實情境中。","A=0;B=1;C=0;D=1","僅有「人、AI是否有自由意志」等AI相關哲學論題，未形成AI能力培養活動。","大綱未提及使用AI學習、負責任使用AI、運用AI解決問題或人機協作；B與D僅有概念性哲學討論，不能推定具備完整能力。"
